編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
91,臺北市火災資料統計月報表,臺北市政府消防局,台北市政府,消防局,,180,,,火災次數(TotalFire) 火災分類_建築物(FireKind_Building)、火災分類_森林田野(FireKind_ForestField)、火災分、類_車輛(FireKind_Vehicle)、火災分類_船舶(FireKind_Shipping)、火災分類_航空器、FireKind_Aircraft)、火災分類_其他(FireKind_Other)、起火時段_0-3(TimeSec1)、起火時段_3-6(TimeSec2)、起火時段_6-9(TimeSec3)、起火時段_9-12(TimeSec4)、起火時段_12-15(TimeSec5)、起火時段_15-18(TimeSec6)、起火時段_18-21(TimeSec7)、起火時段_21-24(TimeSec8)、死亡人數_男(Death_Male)、死亡人數_女(Death_Female)、受傷人數_男(Injured_Male)、受傷人數_女(Injured_Female)、建物高度_1至5(BuildingFloors_1-5)、建物高度_6至12(BuildingFloors_6-12)、建物高度_13至19(BuildingFloors_13-19)、建物高度_20至29(BuildingFloors_20-29)、建物高度_30以上(BuildingFloors_30more)、建物用途_住宅(BuildingUse_Residential)、建物用途_營業場所(BuildingUse_BusinessPremises)、建物用途_作業場所(BuildingUse_Workplace) 建物用途_倉庫(BuildingUse_Warehouse)、建物用途_空屋或修建中(BuildingUse_UnfurnishedOrConstruct)、建物用途_公共設施BuildingUse_PublicFacilities)、建物用途_其他(BuildingUse_Other) 起火處所_客廳(FirePlace_LivingRoom)、起火處所_餐廳(FirePlace_Restaurant)、起火處所_臥室(FirePlace_Bedroom)、起火處所_書房(FirePlace_Study)、起火處所_廚房(FirePlace_Kitchen)、起火處所_浴廁(FirePlace_Bathroom)、起火處所_神龕(FirePlace_Shrine)、起火處所_陽台(FirePlace_Balcony)、起火處所_庭院(FirePlace_Patio)、起火處所_辦公室(FirePlace_Office)、起火處所_教室、(FirePlace_Classroom)、起火處所_倉庫(FirePlace_Warehouse)、起火處所_機房(FirePlace_EngineRoom)、起火處所_攤位(FirePlace_Booth)、起火處所_工寮(FirePlace_Gongliao)、起火處所_樓梯間(FirePlace_Staircase) 起火處所_電梯(FirePlace_Elevator)、起火處所_管道間(FirePlace_InterPipeline)、 起火處所_走廊(FirePlace_Corridor)、起火處所_停車場(FirePlace_ParkingLot)、起火處所_騎樓下(FirePlace_Arcade)、起火處所_路邊(FirePlace_Roadside)、起火處所_墓地(FirePlace_Cemetery)、起火處所_其他(FirePlace_Other)、起火原因_人為縱火(FireCause_Arson)、起火原因_自殺(FireCause_Suicide)、起火原因_燈燭(FireCause_Candle)、起火原因_爐火烹調(FireCause_Cooking)、起火原因_敬神掃墓祭祖(FireCause_Worship)、起火原因_菸蒂(FireCause_Cigarette)、起火原因_電氣因素(FireCause_Electrical)、起火原因_機械設備(FireCause_Equipment)、起火原因_玩火(FireCause_PlayFire)、起火原因_烤火(FireCause_Roast)、起火原因_施工不慎(FireCause_Construction)、起火原因_易燃品自燃(FireCause_Flammable) 起火原因_瓦斯漏氣或爆炸(FireCause_Gas)、起火原因_化學物品(FireCause_Chemicals) 起火原因_燃放爆竹(FireCause_Firecrackers)、起火原因_交通事故、(FireCause_TrafficAccidents)、起火原因_天然災害(FireCause_NaturalDisasters) 起火原因_原因不明(FireCause_Unexplained)、起火原因_其他(FireCause_Other)
92,臺北市市有公用低度利用建物清冊,臺北市政府財政局,台北市政府,財政局,,9,,,機關別、建號、門牌、建築日期、層次、原使用樂形、列管日期、總面積、使用面積、未使用面積、每月使用率、地號、所有權人、管理機關、使用分區、辦理情形、備注
93,臺北市市有公用低度利用土地清冊,臺北市政府財政局,台北市政府,財政局,,104,,,管理機關、用地名稱、縣市、鄉鎮、段、小段、地號、面積㎡、都市計畫使用分區、所有權、管理權、地上物及使用現況、低度利用原因、規劃設計、發包興建、興建完成、預定開發方式、詳細說明、未來營運方式、列管日期、目前處理方式-長期、目前處理方式-短期、詳細說明、備註、104公告現值、104公告地價
94,臺北市市有公用閒置堪用建物清冊,臺北市政府財政局,台北市政府,財政局,,39,,,機關別、行政區、建物標示、門牌、筆數、建築完成日期、閒置樓層、閒置面積㎡、取得價格、閒置原因代碼、閒置原因、房屋現況、列管日期、用途代碼、原使用用途、地號、所有權人、管理機關、使用分區、處理方式代碼、計畫內容、目前執行情形、95年市長裁示處理方式、備註
95,臺北市市有公用未利用土地清冊,臺北市政府財政局,台北市政府,財政局,,43,,,管理機關、用地名稱、縣市、鄉鎮、段、小段、地號、面積㎡、都市計畫使用分區編訂、所有權、管理權取得日期、地上物及使用現況、未利用原因、規劃設計、發包興建、興建完成、預定開發方式、詳細說明、未來營運方式、列管日期、目前處理情形-長期、目前處理情形-短期、詳細說明、備註、104公告現值、104公告地價
96,臺北市行人專用清潔箱,臺北市政府環境保護局,台北市政府,環境保護局,,2010,,,行政區、路名、段、號及其他註明、經度、緯度、備註
97,臺北市臺北旅遊網-住宿資料(英文),臺北市政府觀光傳播局,台北市政府,觀光傳播局,,517,,,住宿代碼、住宿名稱、內容、地址、景點圖片、經緯度
98,臺北市臺北旅遊網-住宿資料(中文),臺北市政府觀光傳播局,台北市政府,觀光傳播局,,517,,,住宿代碼、住宿名稱、內容、地址、景點圖片、經緯度
99,臺北市臺北旅遊網-景點資料(英文),臺北市政府觀光傳播局,台北市政府,觀光傳播局,,264,,,景點代碼、景點名稱、內容、地址、景點圖片、經緯度、發布機關
100,臺北市臺北旅遊網-景點資料(中文),臺北市政府觀光傳播局,台北市政府,觀光傳播局,,319,,,景點代碼、景點名稱、內容、地址、景點圖片、經緯度、發布機關
101,市政網站整合平台之常見問答,臺北市政府資訊局,台北市政府,資訊局,,1818,,,Icuitem:主鍵值、Title:標題、Url:連結、PostDate:貼出日期、TcgCateId:分類值(固定值)、LastModifyDate:最後更新日期、LastModifyName:最後更新人、DeptName:FAQ所屬單位、Content:FAQ內容、Fctupublic:是否發布(固定值)、start_date:開始日期、end_date:結束日期、keyword:關鍵字、file:附件
102,市政網站整合平台之最新消息,臺北市政府資訊局,台北市政府,資訊局,,823,,,市政網站整合平台之最新消息主要欄位說明
103,學習型機構,,台北市政府,,,404,,,學習型機構主要欄位說明
104,臺北市列管營業場所消防安全檢查結果,臺北市政府消防局,台北市政府,消防局,,26337,,,"場所名稱,場所地址,場所用途,最近檢查日期,大隊,列管單位,經度,緯度,檢查結果"
105,臺北市政府燃氣熱水器承裝業名冊,臺北市政府消防局,台北市政府,消防局,,218,,,serial_number(序號)、name(承裝業名稱)、register_number(營業之登記字號(北市消承字號))、company_tax_ID(統一編號)、register_address(公司或商業登記地址)、business_address (營業場所地址)、telephone (連絡電話)、the_name_of_responsiable_person(負責人姓名)、release_date_of_license(發證日期)等
106,臺北市企業營運總部分布圖,臺北市政府產業發展局,台北市政府,產業發展局,,76,,,企業名稱、公司地址、產業類別、座標(TWD97)、認定函效期
107,臺北市加油站及加氣站分布圖,臺北市政府產業發展局,台北市政府,產業發展局,,77,,,行政區、名稱、站名、供油廠商、地址、電話、營業時間、加油站、加氣站、座標(TWD97)
108,臺北市登記工廠分佈圖及基本資料,臺北市政府產業發展局,台北市政府,產業發展局,,1137,,,編號、工廠名稱、地址、座標(TWD97)、負責人
109,臺北市公用天然氣導管承裝業業者,臺北市政府產業發展局,台北市政府,產業發展局,,39,,,承裝業名稱、證號、營利事業統一編號、營業地址、負責人姓名、核准日期/文號
110,臺北市電器承裝業業者,臺北市政府產業發展局,台北市政府,產業發展局,,801,,,承裝業名稱、證號、營利事業統一編號、營業地址、負責人姓名、核設日期/文號
111,臺北市自來水管承裝商業者,臺北市政府產業發展局,台北市政府,產業發展局,,479,,,承裝商名稱、證號、營業地址、負責人姓名
112,臺北市廢棄車輛處理月報表,臺北市政府環境保護局,台北市政府,環境保護局,,4,,,"月份,牌照,車種,查報數,拖吊數,處理數"
113,臺北市垃圾掩埋場污水廠水質檢測報告,臺北市政府環境保護局,台北市政府,環境保護局,,,,,"日期,天氣,化學需氧量,懸浮固體"
114,臺北市公車站牌位置圖,臺北市公共運輸處,台北市政府,公共運輸處,,28153,,,站牌編號、站牌中文名稱、座標(TWD97)
115,臺北市公車路線圖,臺北市公共運輸處,台北市政府,公共運輸處,,13381,,,路線編號、路線名稱
116,當年度建造執照摘要,臺北市建築管理工程處,台北市政府,建築管理工程處,,,,,執照號碼、發照日期、設計人、建造類別、構造種類、使用分區、幢數、棟數、地上層數、地下層數、戶數、建築地點、地段地號、建築面積、騎樓基地面積、其他基地面積、建築期限、工程造價、起造人、監造人、樓層、樓層面積、樓層高度、樓層用途、雜項工作物、適用法令概要、注意事項、變更概要
117,當年度使用執照摘要,臺北市建築管理工程處,台北市政府,建築管理工程處,,,,,執照號碼、發照日期、原核發執照、設計人、監造人、承造人、建造類別、構造種類、使用分區、幢數、棟數、地上層數、地下層數、戶數、騎樓基地面積、其他基地面積、建築面積、法定空地面積、地上避難面積、地下避難面積、簷高、建物高度、工程造價、竣工日期、開工日期、建築地點、地段地號、樓層、樓層面積、樓層高度、樓層用途、雜項工作物、停車空間資料、適用法令概要、注意事項、變更概要
118,臺北市政府採購爭議案件處理情形年度分析統計表,臺北市政府法務局,台北市政府,法務局,,,,,1.本會自 90年1月1日成立迄該年度收、結案狀況總表。 2.案件總表-該年度案件爭議途徑類型分析、案件處理情形分析、案件採購性質分析。 3.爭議案件分析統計表-該年度申訴案件處理情形、調解案件處理情形、工程採購調解不成立    類型、件數、比例及理由。 4.爭議案件問題類型分析-該年度招、審、決標爭議申訴實體終結案件分析統計表、不良廠商    案件實體終結分析統計表、調解案件問題類型分析統計表。
119,臺北市精神復健機構,臺北市政府衛生局,台北市政府,衛生局,,49,,,"type(機構類型),division(行政區),title(機構名稱), address_for_display(顯示用地址), telephone(電話)"
120,臺北市精神醫療院所,臺北市政府衛生局,台北市政府,衛生局,,29,,,"title(標題), address_for_display(顯示用地址), telephone(電話)"
121,臺北市精神科診所,臺北市政府衛生局,台北市政府,衛生局,,45,,,"title(標題), address_for_display(顯示用地址), telephone(電話)"
122,臺北市合法八大行業業者清冊,臺北市商業處,台北市政府,商業處,,139筆,,,序號、公司/商業名稱、 統一編號、 經營行業、行政區、 營業場所地址、公共意外險保單到期日、備註
123,臺北廣播電臺英文節目表,臺北廣播電臺,臺北廣播電臺,,,102,,,"channel,week,start_time,end_time,program,DJ "
124,臺北廣播電臺中文節目表,臺北廣播電臺,臺北廣播電臺,,,113,,,"頻道(channel), 星期(week), 開始時間(start_time),結束時間(end_time), 節目(program),主持人(DJ)"
125,臺北市青創負責人公司行號現有新設歇業家數統計(依行業別分布),臺北市政府產業發展局,台北市政府,產業發展局,,42,,,現存家數、新增家數、歇業家數
126,違反台北市營業衛生管理自治條例違規案件,臺北市政府衛生局,台北市政府,衛生局,,5,,,"日期,違規情節,處分商號名稱,罰鍰金額,罰則註記"
127,臺北生技獎得獎名單,臺北市政府產業發展局,台北市政府,產業發展局,,13,,,獎項、單位名稱、標的名稱
128,臺北市再生家具,臺北市政府環境保護局,台北市政府,環境保護局,,1254,,,臺北市再生家具：縮圖網址、照片網址、物品類別、地點、地址、經度、緯度； 再生家具相關資訊：地點、參觀時間、拍賣時間、聯絡電話、地址、備註
129,臺北市消防分隊駐地位置圖,臺北市政府消防局,台北市政府,消防局,,45,,,分隊名稱、座標(TWD97)
130,臺北市士林、北投區已登記公私有土地筆數面積統計表,臺北市士林地政事務所,台北市政府,士林地政事務所,,,,,表報年度、公有、私有、公私共有別、已登記土地面積、已登記土地筆數。
131,臺北市行人專用時相路口及時段,臺北市交通管制工程處,台北市政府,交通管制工程處,,,,,路口編號、十字路口名稱、座標、啟用時段
132,臺北市文山、中正區已登記公私有土地筆數面積統計表,臺北市古亭地政事務所,台北市政府,古亭地政事務所,,,,,土地總面積 已登記公私有土地面積（公頃）：公有、私有、公私共有 未登記土地總面積(公頃) 臺北市土地總筆數（筆） 已登記公私有土地筆數（筆）：公有、私有、公私共有 未登記土地筆數（筆） 
133,臺北市心理所,臺北市政府衛生局,台北市政府,衛生局,,20,,,"title(標題), address_for_display(顯示用地址), telephone(電話)"
134,臺北市合法電子遊戲場業者清冊,臺北市商業處,台北市政府,商業處,,12筆,,,序號、公司/商業名稱、 統一編號、經業行業、行政區、 營業場所地址、公共意外險保單到期日、備註
135,臺北市合法資訊休閒業者清冊,臺北市商業處,台北市政府,商業處,,79,,,序號、 公司/商業名稱、 統一編號、 行政區、 營業場所地址、公共意外險保單到期日、備註 
136,翡翠水庫淤積調查報告,臺北翡翠水庫管理局,臺北翡翠水庫管理局,,,,,,說明各次時間淤積調查之： 剩餘蓄水呆容量(EL110M以下 )、剩餘有效蓄水容量(EL110M以上 )、 剩餘總蓄水容量、淤積量、歷年累計淤積量、歷年累計年平均淤積量。
137,臺北市禁停紅黃線路段分布圖,臺北市交通管制工程處,台北市政府,交通管制工程處,,,,,路名、方向
138,臺北市各區里疏散避難圖資訊(北投區),臺北市北投區公所,台北市政府,北投區公所,,42,,,區、里、圖檔連結網址
139,臺北市防空警報臺數量,臺北市政府警察局,台北市政府,警察局,,1個檔案,,,遙控警報臺、人工警報臺、堪用警報器設置類別、堪用警報器種類
140,水庫運轉月報表,臺北翡翠水庫管理局,臺北翡翠水庫管理局,,,30kb,,,日期	、翡翠水庫日平均水位(公尺)、水庫有效蓄水量(百萬立方公尺)、集水區平均雨量(毫米)、水庫進流量(立方公尺)、水庫放流量(立方公尺)、進流量－放流量(立方公尺)、南勢溪流量(立方公尺)及南北勢溪合計原水量(立方公尺)    　     
141,臺北市私立及非營利幼兒園通訊資料,臺北市政府教育局,台北市政府,教育局,,531,,,行政區別、園名、電話及地址、核定招收總人數
142,臺北市公立幼兒園通訊資料,臺北市政府教育局,台北市政府,教育局,,148,,,行政區別、設立別、園名、電話及地址、緯度、經度
143,臺北市各行政區最新月份人口數及戶數,臺北市政府民政局,台北市政府,民政局,,14,,,district:行政區名稱 village:里數 neighborhood:鄰數 household:戶數 population:人口數 
144,臺北市市區自行車道,臺北市交通管制工程處,台北市政府,交通管制工程處,,,,,路名、方向
145,小巡邏區勤務立即偵破刑案績效表,臺北市政府警察局,台北市政府,警察局,,1個檔案,,,單位、案類、總計
146,臺北市受理網路報案統計表,臺北市政府警察局,台北市政府,警察局,,1個檔案,,,單位、案類、轄區
147,臺北市政府各一級機關暨列席議會二級機關首長名錄,臺北市政府人事處,台北市政府,人事處,,約67筆資料,,,相片、機關、姓名、職稱、到職日、主要學歷、主要經歷、考試、通訊處、公務電話
148,臺北市單一陳情系統HELLO TAIPEI類別資料,臺北市政府研究發展考核委員會,台北市政府,研究發展考核委員會,,,,,「受理日期」及「案件類別」
149,1999派工資料,臺北市政府研究發展考核委員會,台北市政府,研究發展考核委員會,,54930,,,時間案件類型行政區地址地點
150,臺北市立動物園_行事曆,臺北市立動物園,臺北市立動物園,,,355,,,類別、標題、摘要說明、簡介、起始日期、結束日期、時間、地點、WGS84座標系統(WKT格式)、上架日期、下架日期、關鍵字、圖片說明、圖片URL、網頁URL位址、地標、資料更新日期
151,臺北市政府電視新聞統計週報,臺北市政府秘書處,台北市政府,秘書處,,,,,排名 新聞標題 則數
152,臺北市政府採購申訴審議委員會會議紀錄,臺北市政府法務局,台北市政府,法務局,,,,,開會時間、地點、主持人、出席人員、列席人員、報告事項、討論案案由及其決議。
153,臺北市政府近5年歲入結構表,臺北市政府財政局,台北市政府,財政局,,0筆,,,年度、金額(百萬元)、成長率(%)
154,臺灣健康社區六星計畫社區治安績效季報表,臺北市政府警察局,台北市政府,警察局,,1張表,,,輔導治安社區 維持社區治安穩定
155,臺北市大安區已登記公私有土地筆數面積統計表,臺北市大安地政事務所,台北市政府,大安地政事務所,,,,,面積，比數
156,臺北市萬華、中正、大同區已登記公私有土地筆數面積統計表,臺北市建成地政事務所,台北市政府,建成地政事務所,,19,,,已登記公私有土地面積(公頃)、已登記公私有土地筆數(筆)
157,電話受?案件統計表,臺北市政府警察局,台北市政府,警察局,,1個檔案,,,總計、單位、案類
158,臺北市立動物園_植物資料,臺北市立動物園,臺北市立動物園,,,36,,,中文名、摘要說明、關鍵字、別名、WGS84座標系統(WKT格式)、位置、英文名、學名、分類學_科、分類學_屬、簡介、地理分布、編號代號、照片說明及URL(4組)、PDF說明及URL(2組)、聲音說明及URL(3組)、影片URL、資料更新日期、序號
159,臺北市各區里疏散避難圖資訊(萬華區),臺北市萬華區公所,台北市政府,萬華區公所,,36,,,區、里、圖檔連結網址
160,屆滿或即將屆滿15年未領歸屬國庫案件,臺北市政府地政局,台北市政府,地政局,,,,,序號、工程編號、保管號碼、應受補償人、統一編號、被徵收土地(地上物)登記住址、未領金額(元)、預計歸屬國庫日期
161,公有土地完成無償撥用清冊,臺北市政府地政局,台北市政府,地政局,,,,,序號、行政區、段小段、地號、撥用日期 
162,公告徵收清冊,臺北市政府地政局,台北市政府,地政局,,,,,工程編號、工程名稱、公告徵收文號、行政區、段小段、地號
163,臺北市新移民統計,臺北市政府主計處,台北市政府,主計處,,,,,統計項目、單位、定義及資料。
164,臺北市地標資料,臺北市政府工務局,台北市政府,工務局,,26447,,,地標名稱、地址、座標、分類、資料供應機關
165,文具物品管理表,臺北市政府警察局,台北市政府,警察局,,1個檔案,,,編號、物品編號、名稱/規格、單位、盤點前帳面數、盤 點 數
166,臺北市固定測速照相地點表,臺北市政府警察局交通警察大隊,台北市政府,警察局,交通警察大隊,137,,,編號、功能、固定桿、設置地點、轄區、拍攝方向、速限
167,臺北市路燈位置分布圖,臺北市政府工務局公園路燈工程管理處,台北市政府,工務局公園路燈工程管理處,,約150000,,,臺北市路燈分佈位置座標圖(TWD97)
168,實價周報,臺北市政府地政局,台北市政府,地政局,,1249,,,成交案件類型(CASE_T)、行政區(DISTRICT)、交易標的/租賃標的(CASE_F)、土地區段位置或建物區門牌(LOCATION)、土地移轉總面積(坪)/土地租賃總面積(坪)(LANDA)、都市土地使用分區(LANDA_Z)、交易年月(SDATE)、交易筆棟數/租賃筆棟數(SCNT)、移轉層次(SBUILD)、總樓層數(TBUILD)、建物型態(BUITYPE)、主要用途(PBUILD)、主要建材(MBUILD)、建築完成年月(FDATE)、建物移轉總面積(坪)/租賃總面積(坪)(FAREA)、建物現況格局_房(BUILD_R)、建物現況格局_廳(BUILD_L)、建物現況格局_衛(BUILD_B)、建物現況格局_隔間(BUILD_P)、有無管理組織(RULE)、有無附傢俱(BUILD_C)、交易總價(萬元)/租賃總價(萬元)(TPRICE)、交易單價(萬元/坪)/租賃單價(元/坪)(UPRICE)、單價是否含車位(UPNOTE)、車位類別及數量(PARKTYPE)、車位移轉總面積(坪)/車位租賃總面積(坪)(PAREA)、車位移轉總價(萬元)/車位租賃總價(元)(PPRICE)、備註(RMNOTE)
169,翡翠水庫水質月報表,臺北翡翠水庫管理局,臺北翡翠水庫管理局,,,,,,水質月報表(水域)為水庫水域採樣站之各項水質監測數據。水質月報表(支流)為上游各支流、水庫放流水、鄰近溪流及下游採樣站之各項水質監測數據。
170,翡翠水庫水質資料,臺北翡翠水庫管理局,臺北翡翠水庫管理局,,,39,,,時間、總磷、??素a、透明?、藻??、卡爾森優養指數、水庫水質優養指標
171,臺北市政府建設公債107年度各期本息撥付表,臺北市政府財政局,台北市政府,財政局,,5,,,債券代號及名稱、開付日、次別、發行額、應撥付本金、應撥付利息、應撥付本息、實際撥付額、經理銀行
172,警用車輛油料管理月報表(局本部),臺北市政府警察局,台北市政府,警察局,,1個檔案,,,車輛油料使用明細
173,臺北市消防安全檢查重大不合格場所,臺北市政府消防局,台北市政府,消防局,,19,,,場所名稱、場所地點、檢查結果、檢查日期、場所用途
174,列管後備軍人動態統計表,臺北市政府兵役局,台北市政府,兵役局,,7,,,"軍階,役?,上月列管人數,增加數小計,增加數退伍報到,增加數停役報到,增加數零退報到,增加數遷入,增加數轉役入,增加數其他,減少數小計,減少數遷出,減少數志願服役,減少數轉役出,減少數免役,減少數回役,減少數除役,減少數禁役,減少數死亡,減少數其他,本月列管人數,本月中出國,本月中失蹤人口,本月中失蹤撤銷,本月中回國,本月中區內住變,備註"
175,臺北市實施集中支付近5年庫款支付金額,臺北市政府財政局,台北市政府,財政局,,5,,,年度、年度預算支付數、應付歲出款支付數、特別預算(含保留數)支付數、應收墊付款、特種基金支付數、保管款支付數、合計(單位：新臺幣元) 
176,支援台水月統計表,臺北自來水事業處,臺北自來水事業處,,,390,,,支援台灣自來水公司共16支流量計. 1.月份 2.地點簡述 3.各流量計之每日水量 4.合計 5.平均 6.總合計 7.第一區處支援量 8.第十二區處支援量 
177,臺北市土地公告現值及公告地價,臺北市政府地政局,台北市政府,地政局,,,,,縣市別、行政區、段小段、地號(00010000地號為1地號、00010001地號為1-1地號)、公告土地現值(元/㎡)、公告地價(元/㎡) 
178,臺北市公有土地資料,臺北市政府地政局,台北市政府,地政局,,,,,行政區代碼、行政區、段代碼、段小段、地號、面積、公告現值(當期)、公告地價(當期)、土地權屬情形、管理機關
179,各行政區房屋租金法定上限參考表,臺北市政府地政局,台北市政府,地政局,,,,,行政區、土地申報地價(元/㎡)、建築物價額(元/㎡) 、申報地價適用期間、房租法定上限概算金額-單位(元/㎡)、房租法定上限概算金額-單位(元/坪)
180,105年臺北市身心障礙者生活狀況調查資料,臺北市政府社會局,台北市政府,社會局,,2258,,,流水號、鄉鎮市區、出生年、出生月、出生日、性別及其他問卷問題欄位
181,臺北市休閒農場基本資料,臺北市政府產業發展局,台北市政府,產業發展局,,10,,,農場名稱、地址、電話、農場主要特色簡介
182,臺北市市民農園承租資訊,臺北市政府產業發展局,台北市政府,產業發展局,,17,,,農園名稱、地址、園主、電話、租位
183,臺北市青年創業融資貸款,臺北市政府產業發展局,台北市政府,產業發展局,,58,,,期間、受理申請件數、核准件數、核准金額
184,臺北市中小企業融資貸款,臺北市政府產業發展局,台北市政府,產業發展局,,58,,,期間、受理申請件數、核准件數、核准金額
185,建築物外牆飾材剝落列管案件地址清單,臺北市建築管理工程處,台北市政府,建築管理工程處,,,,,提供市民參考本市建築物外牆飾材剝落較嚴重且尚未改善完成之地址資料，以維護用路行人及車輛安全。
186,臺北捷運車站電梯維修預排時程表,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司,,,694,,,線別代碼、車站代碼、電梯位置代碼、編號、保養日期、保養代碼
187,臺北市政府府層級任務編組性別比例統計,臺北市政府人事處,台北市政府,人事處,,200KB,,,本府府層級任務編組性別比例
188,臺北市暑期工讀案件,臺北市政府人事處,台北市政府,人事處,,約63KB,,,機關名稱	105年分配人數   106年需求人數   工作項目   106年分配情形
189,臺北市統計資料庫查詢系統,臺北市政府主計處,台北市政府,主計處,,1個Zip檔(包含1369檔),,,統計期、統計項目、統計資料、資料來源、附註、更新日期。
190,臺北市各區里疏散避難圖資訊(中正區),臺北市中正區公所,台北市政府,中正區公所,,32,,,區、里、圖檔連結網址
191,臺北市政府各機關公務人員進修費用補助一覽表,臺北市政府人事處,台北市政府,人事處,,50KB,,,人數、金額
192,各大學進修資訊,臺北市政府人事處,台北市政府,人事處,,1MB,,,轉知各大學院校進修資訊
193,106年臺北市稅捐稽徵處電話問卷調查報告,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,106年臺北市稅捐稽徵處電話問卷調查報告
194,105年臺北市稅捐稽徵處電話問卷調查報告,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,105年臺北市稅捐稽徵處電話問卷調查報告
195,104年臺北市稅捐稽徵處電話問卷調查報告,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,104年臺北市稅捐稽徵處電話問卷調查報告
196,103年臺北市稅捐稽徵處電話問卷調查報告,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,103年臺北市稅捐稽徵處電話問卷調查報告
197,106年臺北市稅捐稽徵處電話問卷調查報告原始資料,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,106年臺北市稅捐稽徵處電話問卷調查報告原始資料
198,10611-臺北市稅捐稽徵處電影售票概況,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,"臺北市各區電影院家數,售票張數 "
199,臺北市政府暨所屬機關學校現有員工人數統計,臺北市政府人事處,台北市政府,人事處,,3 PAGE,,,員工現有及預算人數統計
200,106年度-臺北市稅捐稽徵處牌照稅徵稽-下期滯納期滿,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,汽車查定數，徵起數，徵績
201,10611-臺北市稅捐稽徵處滯納案件移送執行情形-本年度,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,地方稅各稅本月移送，本月徵起，本月取得憑證，本月撤案，本月退案，本月結案
202,10611-臺北市稅捐稽徵處滯納案件移送執行情形-以前年度,臺北市稅捐稽徵處,台北市政府,稅捐稽徵處,,1,,,地方稅各稅之本月移送，本月取得憑證，本月撤案，本月退案，本月結案
203,臺北市公眾區免費無線上網熱點資料(新版),臺北市政府資訊局,台北市政府,資訊局,,1023,,,熱點名稱、類別、地址、熱點類別、經度、緯度
204,臺北市政府財政局辦理市有非公用土地設定地上權案(已簽約)一覽表,臺北市政府財政局,台北市政府,財政局,,13,,,案名 地號 基地面積（㎡） 土地管理機關 承租人 招標年度 決標權利金  (億元) 簽約日期 地上權    存續期間 承租用途及戶數(商場/辦公室/住宅等) 104年地租  (億元) 現況
205,社區治安會議辦理情形統計表,臺北市政府警察局,台北市政府,警察局,,,,,場次	會議 時間	會議 主持人	召開單位	與會 人數	協同單位	各單位參與會議人 
206,103年度臺北市地方總決算,臺北市政府主計處,台北市政府,主計處,,2檔,,,報告書
207,臺北市公有零售市場行情,臺北市市場處,台北市政府,市場處,,930,,,"日期,種類,市場,品名,平均(元/公斤)"
208,臺北市排水溝渠清疏統計表,臺北市政府環境保護局,台北市政府,環境保護局,,1,,,"單位別,溝體別,月份"
209,臺北市張貼板欄核准地點一覽表,臺北市政府環境保護局,台北市政府,環境保護局,,5,,,"序號,行政區,設置地點,許可期限,許可文號,設置人,管理人/聯絡電話,收費標準"
210,臺北市環保局廢棄暨未懸掛號牌車輛管理系統,臺北市政府環境保護局,台北市政府,環境保護局,,4,,,領車切結書(無行照或車籍資料) 放棄車權委託書 車輛所有權放棄切結書(車主自行放棄車權) 車輛所有權放棄切結書(1051110堪用車轉廢棄車)
211,臺北市核准身障福利團體設置舊衣回收箱,臺北市政府環境保護局,台北市政府,環境保護局,,1114,,,"核准編號,團體名稱,電話,行政區,臺北市核准地點,備註,經度,緯度"
212,臺北市政府年度因公派員出國及赴大陸地區計畫,臺北市政府人事處,台北市政府,人事處,,數筆,,,本府年度因公派員出國及赴大陸地區計畫項目表 
213,捷運聯合開發公有不動產非統一經營部分預計出租標的,臺北市政府捷運工程局,台北市政府,捷運工程局,,35,,,捷運線別 基地名稱 使用用途 戶數 坪數分佈 車位 租金分佈 承辦人 承辦人聯絡電話
214,臺北小巨蛋廣場租用資訊,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司,,,104,,,廠商、租用起始日、租用結束日、活動名稱及租用項目
215,臺北小巨蛋廣告租用資訊,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司,,,128,,,廠商、租用起始日、租用結束日、活動名稱及租用項目
216,臺北小巨蛋場地租用資訊,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司,,,187,,,廠商、租用起始日、租用結束日、活動名稱、活動類型
217,臺北小巨蛋冰上樂園場地使用資訊,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司,,,3428,,,申請單位、租用起始日、租用結束日、活動名稱及使用類別
218,臺北小巨蛋主場館活動使用空間租用資訊,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司,,,56,,,廠商、租用起始日、租用結束日、活動名稱及租用項目
