編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
320,阿蓮區公所資料盤點表,阿蓮區公所,高雄市政府,阿蓮區公所,,1,9,30,阿蓮區公所資料盤點表,
321,alian-precautionarea,阿蓮區公所,高雄市政府,阿蓮區公所,,1,2,12,阿蓮區里民防災卡,
322,alian-protectarea,阿蓮區公所,高雄市政府,阿蓮區公所,,1,2,10,阿蓮區避難收容場所,
323,alian-Q&A,阿蓮區公所,高雄市政府,阿蓮區公所,,1,3,10,本所業務問答集,
324,服務表單下載,阿蓮區公所,高雄市政府,阿蓮區公所,,1,2,16,服務表單下載,
325,高雄市替代役備役列管人數,民政局,高雄市政府,民政局,,1,6,64,"組別,組別,梯退,零退,遷入,小計,",
326,高雄市生物多樣性都會地圖電子書APP,環保局,高雄市政府,環保局,,0,0,7,,
327,高雄市急救責任醫院分級與急診、AMI、CVA處置時段清冊,消防局,高雄市政府,消防局,,1,10,59,"縣市,醫院簡稱,全名,緊急醫療能力分級,急診時段,AMI-心導管處置,CVAr-TPA處置,備註	",
328,高雄市老屋活化整修及經營補助計畫補助名冊,都市發展局,高雄市政府,都市發展局,,1,19,74,補助對象、補助金額、核定日期,
329,高雄市公告實施都市更新地區計畫,都市發展局,高雄市政府,都市發展局,,1,52,168,提供高雄市公告實施都市更新地區計畫,
330,高雄一指通(雲端版),,高雄市政府,,,0,0,7,,
331,高雄市政府「繁星好康」特約店家優惠資訊一覽表,人事處,高雄市政府,人事處,,1,119,311,提供高雄市政府「繁星好康」特約店家優惠資訊一覽表,
332,高雄市殯葬禮儀服務業備查核准一覽表,民政局,高雄市政府,民政局,,2,17,71,殯葬禮儀服務業者名稱、地址、文號、地址、電話等資料,
333,高雄市政府105年APPS累計下載次數資料表,研究發展考核委員會,高雄市政府,研究發展考核委員會,,8,84,228,"機關名稱,APP名稱,類型,累計下載次數,起始日期,上架方式,備註,",
334,高雄市政府106年APPS累計下載次數資料表,研究發展考核委員會,高雄市政府,研究發展考核委員會,,12,152,352,"機關名稱,APP名稱,類型,累計下載次數,起始日期,上架方式,備註,",
335,高雄市政府APPS資訊,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,38,196,"AppName,iOS_URL,iOS_ID,Android_URL,Android_ID,ICON,DESC  App名稱，iOS網址，iOS編號，Android網址，Android編號，圖示，描述",
336,高雄市政府社會局福利專家諮詢系統 2.0,社會局,高雄市政府,社會局,,0,0,8,,
337,高雄市水產養殖面積-按魚類別分,海洋局,高雄市政府,海洋局,,2,10,17,統計資料背景說明,
338,高雄市水產加工產品證明標章業者名單,海洋局,高雄市政府,海洋局,,1,16,44,提供高雄市水產加工產品證明標章業者名單,
339,高雄市水產動物疾病檢驗站資訊一覽表,農業局,高雄市政府,農業局,,1,16,44,"地點,住址,電話,時間,備註,",
340,高雄市水產加工廠（場）數,海洋局,高雄市政府,海洋局,,2,7,11,統計資料背景說明,
341,高雄市仁武區國中小學區劃分,仁武區公所,高雄市政府,仁武區公所,,2,24,31,仁武區國小學區里別劃分,
342,ARM自動資源回收機器設置地點、開放時間及回收項目,環境保護局,高雄市政府,環境保護局,,1,40,67,"單位名稱,地址,數量,行政區,使用時間,回收項目,詳細位置,",
343,高雄市空氣品質人工監測站位置,環境保護局,高雄市政府,環境保護局,,1,15,58,高雄市空氣品質人工監測站位置,
344,高雄旅遊網-景點資料,觀光局,高雄市政府,觀光局,,1,404,1029,"景點代碼,景點名稱,Zone,景點介紹,景點簡介,服務電話，國碼-區碼-電話號碼,景點地址,交通資訊,開放時間,照片連結網址1,照片說明1,Gov,X坐標(WGS84，至小數點第5位),Y坐標,Class1,Class2,Level,Website,Parkinginfo_px,Parkinginfo_py,Ticketinfo,Remarks,Changetime,",
345,即時空氣污染物連續自動監測設施(CEMS),環境保護局,高雄市政府,環境保護局,,3,202,431,"工廠管制編號,煙囪,監測項目,時間,測值,狀態碼,",
346,禽流感應變措施,農業局,高雄市政府,農業局,,1,8,27,提供禽流感應變措施,
347,106年楠梓區基本資料表,楠梓區公所,高雄市政府,楠梓區公所,,4,12,36,提供目前楠梓區總人口數、服役人數、低收入戶戶數、中低收入戶戶數、身障人數、老人人數、公寓大廈總數等等。,
348,高雄市民宿資料,觀光局,高雄市政府,觀光局,,1,124,259,"序號,類別,星等,旅宿名稱,縣市,鄉鎮,地址,電話,傳真,房間數,電子郵件,電子郵件,郵遞區號,經度Lng,緯度Lat,資料序號Seq,",
349,底棲生物數據分析,海洋局,高雄市政府,海洋局,,1,11,45,提供底棲生物數據分析,
350,高雄市自行車路線,工務局,高雄市政府,工務局,,4,79,164,高雄市自行車路線,
351,高雄單車地圖,工務局,高雄市政府,工務局,,0,0,9,,
352,高雄市生物多樣性資料庫,環境保護局,高雄市政府,環境保護局,,1,49,107,高雄市生物多樣性資料庫,
353,筆秀排水整治工程(第一期)徵收書圖,水利局,高雄市政府,水利局,,1,5,27,筆秀排水整治工程(第一期)徵收書圖,
354,高雄身障幸福就業,勞工局,高雄市政府,勞工局,,0,0,7,,
355,高雄市公立骨灰(骸)存放設施收費標準,民政局,高雄市政府,民政局,,1,21,40,公立納骨塔行政區、所在里、名稱、樓別、櫃位型、層數、使用費收費標準、說明、備註等,
356,高雄市攤集場名冊,經濟發展局,高雄市政府,經濟發展局,,1,9,52,"編號,行政區,攤販臨時集中場名稱及位置,",
357,茄萣海岸復育及景觀改善工程,水利局,高雄市政府,水利局,,1,7,12,施作緣由，工程內容，效益,
358,旗山地景橋改善工程,水利局,高雄市政府,水利局,,1,4,10,工程緣起，內容，工程效益,
359,大樹污水下水道系統,水利局,高雄市政府,水利局,,1,4,15,工程緣由、內容、效益,
360,阿公店溪流域水質改善與環境營造工程,水利局,高雄市政府,水利局,,1,5,14,工程緣由、內容、效益,
361,水患自主防災社區輔導推動計畫,水利局,高雄市政府,水利局,,1,8,22,工程緣由、內容、效益,
362,抽水站暨水閘門與移動式抽水機維護保養,水利局,高雄市政府,水利局,,1,3,18,工程緣由、內容、效益,
363,年度排水清疏及維護工程,水利局,高雄市政府,水利局,,1,1,10,工程緣由、內容、效益,
364,鳳山溪水岸綠都心營造計畫,水利局,高雄市政府,水利局,,1,9,11,工程緣由、內容、效益,
365,仁武區獅龍溪滯洪池工程,水利局,高雄市政府,水利局,,1,8,33,工程緣由、內容、效益,
366,典寶溪A區滯洪池工程,水利局,高雄市政府,水利局,,1,4,17,工程緣由、內容、效益,
367,北屋排水整治工程,水利局,高雄市政府,水利局,,1,7,21,工程緣起、工程位置及範圍、工程設計原則、工程概要,
368,新光大排截流工程,水利局,高雄市政府,水利局,,1,6,15,工程緣由、內容、效益,
369,污水接管長度與接管率,水利局,高雄市政府,水利局,,1,3,17,歷年用戶接管戶數(戶數)、歷年用戶接管率(%)、歷年管線長度(公里),
370,礫間淨化濕地公園,水利局,高雄市政府,水利局,,1,6,26,礫間、污水區別、位置、座標、設計處理容量,
371,愛河上游水質改善工程(九番埤水質改善),水利局,高雄市政府,水利局,,1,4,13,工程緣由、內容、效益,
372,污水下水道營運管理系統,水利局,高雄市政府,水利局,,1,12,24,工程緣由、內容、效益,
373,鳳山鳥松污水下水道系統,水利局,高雄市政府,水利局,,1,5,11,工程緣由、內容、效益,
374,高雄市污水廠成果展示,水利局,高雄市政府,水利局,,1,3,14,工程緣由、內容、效益,
375,中區污水廠流程處理單元功能提昇,水利局,高雄市政府,水利局,,1,3,11,工程緣由、內容、效益,
376,中區污水廠太陽光電發電系統,水利局,高雄市政府,水利局,,1,9,13,工程緣由、內容、效益,
377,106年高雄市建築物開工統計,工務局,高雄市政府,工務局,,1,3,20,106年8月高雄市建築物開工統計,
378,106年高雄市建築管理各項執照核准件數,工務局,高雄市政府,工務局,,1,3,15,106年8月高雄市建築管理各項執照核准件數,
379,106年高雄市核發建築物使用建照執照統計,工務局,高雄市政府,工務局,,1,4,16,106年8月高雄市核發建築物使用建照執照統計,
380,106年高雄市核發建築物建照及拆除執照統計,工務局,高雄市政府,工務局,,1,3,16,106年8月高雄市核發建築物建照及拆除執照統計,
381,106年高雄市違反建築法令建築罰款處理情形,工務局,高雄市政府,工務局,,1,3,20,106年8月高雄市違反建築法令建築罰款處理情形,
382,騎樓順平,工務局,高雄市政府,工務局,,1,6,21,高雄市騎樓順平概況,
383,閒置空地綠美化,工務局,高雄市政府,工務局,,2,15,34,閒置空地綠美化,
384,建築物立體綠化,工務局,高雄市政府,工務局,,2,11,28,建築物立體綠化成果及分析,
385,100年高雄市一般房屋標準單價表-甲表,財政局,高雄市政府,財政局,,1,8,53,提供100年高雄市一般房屋標準單價表-甲表,
386,100年高雄市一般房屋標準單價表-乙表,財政局,高雄市政府,財政局,,1,17,46,提供100年高雄市一般房屋標準單價表-乙表,
387,高雄厝,工務局,高雄市政府,工務局,,4,31,51,高雄厝建築環境改造計畫成果統計分析,
388,執照核發,工務局,高雄市政府,工務局,,1,8,20,建照及使用執照核發件數統計,
389,太陽光電推廣,工務局,高雄市政府,工務局,,1,13,28,太陽光電推廣,
390,資遣通報,勞工局,高雄市政府,勞工局,,2,18,34,雇主資遣員工時，應於員工離職之10日前，通報當地主管機關及公立就業服務機構。,
391,高雄市竊盜案件統計,警察局,高雄市政府,警察局,,1,6,38,竊盜數,
392,高雄市公墓禁葬資訊,民政局,高雄市政府,民政局,,1,1,11,公墓區域、名稱、禁葬與否資訊,
393,高雄文化公車-公車資訊,文化局,高雄市政府,文化局,,1,15,133,"BUSINFO_INDEX,BUSINFO_TITLE,BUSINFO_TIME,BUSINFO_PRICE,BUSINFO_DESC,BUSINFO_Timetable,BUSINFO_IMAGE,",
394,高雄市公車車輛即時位置動態資料,交通局,高雄市政府,交通局,,1,165,433,"Busdate用於得知目前車輛所在位置，並且API中的GetRoute ID用於取得該車輛所在的路線以及行駛的狀態等基本資料。輸入""http://ibus.tbkc.gov.tw/xmlbus/GetBusData.xml?routeids=公車路線id""就可以取得該路線公車資訊",
395,公車式小黃,交通局,高雄市政府,交通局,,1,2,18,公車式小黃,
396,高雄市纜線附掛申請,新聞局,高雄市政府,新聞局,,2,6,20,高雄市纜線附掛申請,
397,高雄市有線電視爭議Q&A,新聞局,高雄市政府,新聞局,,1,7,25,高雄市有線電視爭議Q&A,
398,高雄市有線電視收費標準,新聞局,高雄市政府,新聞局,,2,14,35,高雄市有線電視收費標準,
399,民政局暨所屬機關資料盤點表,民政局,高雄市政府,民政局,,1,14,40,序號、管理單位、業務或資料集名稱、使用對象(1.內部使用、2.提供民眾使用、3.跨機關使用)、資料分類(甲類：開放資料、乙類：有限度利用資料、丙類：不開放資料)、現況(1.免費使用 、2.免費申請 、3.收費 、4.未開放 )、開放程度(1.已開放 、2.預定開放(請填寫預定開放日期)、3.不能開放(請於備註欄填寫不能開放理由) )、備註等欄位,
400,高雄市政府全球資訊網活動行事曆,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,5,16,活動行事曆XML查詢,
401,高雄市政府交通局轄內設置計程車招呼站一覽表,交通局,高雄市政府,交通局,,1,1,5,高雄市政府交通局轄內設置計程車招呼站一覽表,
402,高雄市衛星、無線電計程車車隊一覽表(彙整)-修,交通局,高雄市政府,交通局,,2,2,7,高雄市衛星、無線電計程車車隊一覽表(彙整),
403,高雄市子宮頸癌、乳癌、大腸癌、口腔癌健康篩檢、確診及治療醫療院所,衛生局,高雄市政府,衛生局,,1,12,57,高雄市子宮頸癌、乳癌、大腸癌、口腔癌健康篩檢、確診及治療醫療院所,
404,高雄市水產罐頭製品量值,海洋局,高雄市政府,海洋局,,2,5,6,統計資料背景說明,
405,高雄市政府警察局車輛使用狀況,警察局,高雄市政府,警察局,,1,6,20,單位、汽車、機車,
406,行動就服車預定行程表,勞工局,高雄市政府,勞工局,,3,73,135,StartTime	活動開始日期; EndTime	活動結束日期; Location	活動地點名稱; Address	活動地址;Longitude 經度;Latitude 緯度。,
407,高雄市公共腳踏車EASY GO!2.0版,環保局,高雄市政府,環保局,,0,0,7,,
408,高雄市墳墓及納骨塔使用情形,民政局,高雄市政府,民政局,,4,23,93,樹葬所在區、名稱、面積、可容納數量、尚未使用數量資訊,
409,高雄市公立公墓收費標準,民政局,高雄市政府,民政局,,1,1,19,公立公墓行政區、棺數、墓基面積、收費標準、說明、備註、備註事項,
410,高雄市公墓坐標資訊,民政局,高雄市政府,民政局,,1,52,224,公墓名稱、地址、電話、傳真、緯度、經度資訊,
411,高雄市中區資源回收廠營運仁武區里回饋金,仁武區公所,高雄市政府,仁武區公所,,5,6,13,回饋金使用說明,
412,高雄市平價保險套販售地點,衛生局,高雄市政府,衛生局,,1,139,433,"衛生所或藥局名稱,所在鄉鎮市/區,地址,電話,販賣方式",
413,高雄市消防安全檢查重大不合格場所一覽表,消防局,高雄市政府,消防局,,1,52,165,"場所名稱,場所地點,檢查結果,檢查日期",
414,特優暨資深里長表揚名冊,民政局,高雄市政府,民政局,,2,7,34,105年本市特優里長區別、里別、姓名等,
415,前金區公所資料盤點表,前金區公所,高雄市政府,前金區公所,,1,18,27,前金區公所資料盤點表,
416,高雄市12歲以下身心障礙兒童口腔保健合作院所名單,衛生局,高雄市政府,衛生局,,1,26,71,機構名稱、電話、地址,
417,大社區公兒4南側計畫道路開闢工程徵收計畫書圖,工務局,高雄市政府,工務局,,1,12,40,大社區公兒4南側計畫道路開闢工程徵收計畫書圖,
418,固定污染源管制地圖,,高雄市政府,,,0,0,6,,
419,高雄市政府現有社團及輔導機關一覽表,人事處,高雄市政府,人事處,,1,18,59,高雄市政府員工現有社團及輔導機關一覽表,
420,教會名冊,三民區公所,高雄市政府,三民區公所,,1,4,12,教會名冊,
421,高雄市處理刑事案件,警察局,高雄市政府,警察局,,1,6,23,案件數,
422,高雄市刑事案件破獲率,警察局,高雄市政府,警察局,,1,3,20,高雄市刑事案件破獲率,
423,前鎮區公所資料盤點表,前鎮區公所,高雄市政府,前鎮區公所,,1,7,14,高雄市前鎮區公所資料盤點表,
424,橋頭區高36-2線甲樹路道路拓寬工程(1k+100~2k+900),工務局,高雄市政府,工務局,,3,56,96,橋頭區高36-2線甲樹路道路拓寬工程(1k+100~2k+900)土地使用計畫圖,
425,高雄市電影院現況,新聞局,高雄市政府,新聞局,,2,67,86,高雄市電影院現況,
426,旗山區公所資料盤點表,旗山區公所,高雄市政府,旗山區公所,,1,7,18,資料盤點表,
427,高雄市清潔針具自動服務機服務點,衛生局,高雄市政府,衛生局,,1,16,38,"機構名稱,地址,電話",
428,全市清潔隊位置,環境保護局,高雄市政府,環境保護局,,1,4,38,"單位,地址,電話,",
429,高雄市和發產業園區開發案徵收計畫書,經濟發展局,高雄市政府,經濟發展局,,2,45,70,高雄市和發產業園區開發案徵收計畫書,
430,高雄市列管特定紀念樹木清冊,農業局,高雄市政府,農業局,,1,19,66,提供高雄市列管特定紀念樹木清冊,
431,高雄市仁武區各社區社團關懷據點聯絡一覽表,仁武區公所,高雄市政府,仁武區公所,,1,7,19,聯絡方式,
432,大寮區各社區發展協會理事長連絡電話一覽表,大寮區公所,高雄市政府,大寮區公所,,3,21,35,大寮區各社區理事長名冊,
433,本區社區關懷據點資料,旗山區公所,高雄市政府,旗山區公所,,1,10,24,本區社區關懷據點資料,
434,一級機關主管名錄資料,人事處,高雄市政府,人事處,,1,36,149,提供一級機關主管名錄資料,
435,改進傳統市場經營管理-樂活菜市仔競爭力提升計畫,經濟發展局,高雄市政府,經濟發展局,,1,16,35,改進傳統市場經營管理-樂活菜市仔競爭力提升計畫,
436,高雄市動物保護處動物收容情形看板,農業局,高雄市政府,農業局,,1,26,70,提供高雄市動物保護處動物收容情形看板,
437,營造業,工務局,高雄市政府,工務局,,1,8,24,各等營造業家數統計,
438,高雄都會區捷運系統工程計畫概況—105年度,捷運工程局,高雄市政府,捷運工程局,,1,4,11,工程計畫概況—105年度,
439,高雄市地政便民服務,地政局,高雄市政府,地政局,,0,0,6,,
440,高雄市農業性合作社場,農業局,高雄市政府,農業局,,1,1,20,提供高雄市農業性合作社場資訊,
441,高雄市化妝品製造業,衛生局,高雄市政府,衛生局,,1,10,37,機構名稱、地址、電話,
442,第2屆里長名冊,三民區公所,高雄市政府,三民區公所,,1,4,16,第2屆里長名冊,
443,高雄市公立火化場使用收費標準,民政局,高雄市政府,民政局,,1,2,24,火化場收費標準,
444,高雄市政府警察局處理刑事案件(修正表),警察局,高雄市政府,警察局,,2,15,36,發生數、破獲數、嫌疑犯人數,
445,近半年來易發生婦幼被害犯罪地點,警察局,高雄市政府,警察局,,2,30,78,近半年來易發生婦幼被害犯罪地點,
446,高雄市公務人力最近5年訓練人次統計分析,人事處,高雄市政府,人事處,,1,3,22,高雄市公務人力最近5年訓練人次統計分析,
447,106年11月高雄市已登記工會清冊,勞工局,高雄市政府,勞工局,,1,17,61,106年11月高雄市已登記工會清冊,
448,文化資產,文化局,高雄市政府,文化局,,1,38,128,文化資產,
449,高雄文化公車-最新消息,文化局,高雄市政府,文化局,,1,16,89,高雄文化公車-最新消息,
450,高雄文化公車-路線景點,文化局,高雄市政府,文化局,,1,91,225,"BUSSCENE_INDEX,BUSSCENE_ROUTE,BUSSCENE_PLACE,BUSSCENE_DESC,BUSSCENE_IMAGE,BUSSCENE_OPENTIME,BUSSCENE_PRICE,BUSSCENE_ADDRESS,BUSSCENE_URL,",
451,高雄市政府文化局-最新消息,文化局,高雄市政府,文化局,,1,45,164,高雄市政府文化局-最新消息,
452,104年大寮區公所單位預決算,大寮區公所,高雄市政府,大寮區公所,,2,6,17,104年大寮區公所單位預算,
453,105年大寮區公所單位預決算,大寮區公所,高雄市政府,大寮區公所,,2,6,19,105年大寮區公所單位預決算,
454,大寮鳳屏二路362巷打通工程,工務局,高雄市政府,工務局,,3,24,40,大寮鳳屏二路362巷打通工程地籍圖,
455,大寮區農業概況,大寮區公所,高雄市政府,大寮區公所,,1,3,16,大寮區農業概況,
456,大寮區社區發展協會介紹,大寮區公所,高雄市政府,大寮區公所,,1,2,13,高雄市大寮區社區介紹,
457,高雄市大寮區因應各項災害避難收容處所一覽表,大寮區公所,高雄市政府,大寮區公所,,1,1,13,高雄市大寮區因應各項災害避難收容處所,
458,大寮和發產業園區聯外道路開闢工程,工務局,高雄市政府,工務局,,1,18,51,值,
459,免費法律諮詢服務,大寮區公所,高雄市政府,大寮區公所,,1,2,29,免費法律諮詢服務,
460,大寮區行政區域,大寮區公所,高雄市政府,大寮區公所,,1,6,21,大寮區行政區域,
461,高雄市第２屆市長選舉大寮區開票統計結果,大寮區公所,高雄市政府,大寮區公所,,1,2,15,高雄市第２屆市長選舉大寮區開票統計結果,
462,高雄市議會第２屆議員選舉第１１選舉區（大寮區、林園區）開票統計結果,大寮區公所,高雄市政府,大寮區公所,,1,2,18,高雄市議會第２屆議員選舉第１１選舉區（大寮區、林園區）開票統計結果,
463,大寮區里民防災卡,大寮區公所,高雄市政府,大寮區公所,,1,6,22,大寮區各里里民防災卡,
464,大寮區內機關學校,大寮區公所,高雄市政府,大寮區公所,,1,3,15,大寮區內機關學校電話,
465,大寮捷運站計程車接駁服務,大寮區公所,高雄市政府,大寮區公所,,1,12,50,大寮捷運站計程車接駁服務,
466,大寮捷運站計程車接駁服務,交通局,高雄市政府,交通局,,1,3,14,大寮捷運站計程車接駁服務,
467,105年大寮區立案宗教團體,大寮區公所,高雄市政府,大寮區公所,,2,3,16,大寮區立案宗教團體(教會堂),
468,高雄市大寮區第２屆里長選舉候選人得票數統計表,大寮區公所,高雄市政府,大寮區公所,,1,2,21,高雄市大寮區第２屆里長選舉候選人得票數統計表,
469,南區資源回收場回饋金收支情形,大寮區公所,高雄市政府,大寮區公所,,3,8,16,南區資源回收廠回饋金103年收支情形,
470,消防局公布危險水域地點及曾發生溺水事故地點,消防局,高雄市政府,消防局,,1,11,51,鄰近分隊、危險水域或地點,
471,高雄市政府便民儀表板,,高雄市政府,,,0,0,2,,
472,高雄市大社區里活動中心資訊,大社區公所,高雄市政府,大社區公所,,3,6,19,里活動中心名稱、地址、使用樓層、開放時間等,
473,高雄市大社區因應各項災害避難收容處所一覽表,大社區公所,高雄市政府,大社區公所,,2,4,22,避難收容處所名稱、主管單位聯絡人姓名、電話、收容村里、收容地址、服務里別,
474,高雄市大社區行政區域圖,大社區公所,高雄市政府,大社區公所,,1,4,26,區里界線、各街道、各國中小、各行政機關、各公園綠地等名稱及標示,
475,高雄市大社區關懷據點資料,大社區公所,高雄市政府,大社區公所,,3,9,24,項次、機構名稱、成立時間、地址、上課時間、參加人數及備註,
476,高雄市大社區已登記宗教場所名冊,大社區公所,高雄市政府,大社區公所,,1,6,30,編號、寺廟名稱、主祀神祇、宗教別、地址、電話,
477,大樹區公所106年度施政計畫,大樹區公所,高雄市政府,大樹區公所,,1,14,36,大樹區公所106年度施政計畫,
478,大樹區公所資料盤點表,大樹區公所,高雄市政府,大樹區公所,,1,9,24,大樹區公所資料盤點表,
479,本區106年基本資料表,旗山區公所,高雄市政府,旗山區公所,,3,12,27,本區106年1月基本資料表,
480,未辦繼承登記土地建物列冊管理,地政局,高雄市政府,地政局,,1,0,4,被繼承人姓名、統一標號、行政區、地段、土地地號及建物,
481,移交財政部國有財產署辦理土地建物標售一覽表,地政局,高雄市政府,地政局,,1,0,4,移交國產局日期、被繼承人姓名、統一編號、行政區、地段、土地地號及建物,
482,地政士業務檢查紀錄表,地政局,高雄市政府,地政局,,1,1,15,地政士事務所名稱、事務所地址、檢查日期(YYY.MM.DD)、查核結果,
483,新舊建號對照表,地政局,高雄市政府,地政局,,1,1,7,新行政區(參考行政區代碼表)、舊行政區(參考行政區代碼表)、新地段(參考地段代碼表)、舊地段(參考地段代碼表)、新建號、舊建號,
484,標售價金保管款清冊,地政局,高雄市政府,地政局,,1,1,7,存支日期(YYYMMDD)、存支編號、標讓售金額(新台幣)、應納稅賦新台幣)、行政處理費用新台幣)、地籍清理獎金新台幣)、存入金額新台幣),
485,新舊地號對照表,地政局,高雄市政府,地政局,,1,1,16,新行政區(參照行政區代碼表)、舊行政區(參照行政區代碼表)、新地段(參照地段代碼表)舊地段(參照地段代碼表)、新地號、舊地號,
486,地籍清理未能釐清權屬土地標售開標紀錄,地政局,高雄市政府,地政局,,1,2,8,行政區、段小段、地建號、面積(平方公尺)、權利-債權範圍分子、權利-債權範圍分母、標讓售底價(新台幣)、標讓售金額(新台幣)、標讓售決標日期(YYYMMDD),
487,地籍清理土地囑託登記國有公告清冊,地政局,高雄市政府,地政局,,1,1,9,行政區、段小段、地建號、面積(平方公尺)、管理人、權利_債權範圍分子、權利_債權範圍分母、囑託登記國有日期(YYYMMDD)、第二次標售底價金額(新台幣),
488,高雄市106年第三季房地產消費糾紛原因及來源統計表,地政局,高雄市政府,地政局,,1,2,15,已備查仲介(件)(A)、未備查仲介(件)(B)、非法仲介(件)(C)、仲介(件)(D)、代銷(件)(E)、建商(件)(F)、地政士(件)(G)、非不動產服務業(件)(H)、其他(件)(I),
489,高雄市政府資料開放平台資料集清冊,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,7,36,"package_id,name,title,notes,maintainer,maintainer_email,maintainer_tel  資料集編號, 資料集名稱英文縮寫, 資料集名稱, 資料集說明, 維護者姓名, 維護者電子郵件, 維護者電話   ",
490,主計處資料盤點表,主計處,高雄市政府,主計處,,1,15,41,資料盤點表,
491,高雄市失智相關資源與窗口,衛生局,高雄市政府,衛生局,,1,4,7,高雄市失智共同照護中心、高雄市失智社區服務據點、地址、服務項目、服務聯絡人與電話,
492,高雄市歷年登革熱感染分佈資料,衛生局,高雄市政府,衛生局,,3,51,163,"行政區,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,總計",
493,高雄市登革熱整合式醫療照護計畫合約醫療院所,衛生局,高雄市政府,衛生局,,1,20,68,機構名稱、住址、電話,
494,高雄市登革熱整合式醫療照護計畫合約篩檢診所,衛生局,高雄市政府,衛生局,,1,22,66,機構名稱、地址、電話,
495,車輛偵測器資料1.1版1分鐘動態資料,交通局,高雄市政府,交通局,,1,17,100,提供車輛偵測器資料1.1版1分鐘動態資料,
496,高雄都會區捷運系統各站旅運量統計表(106.4),交通局,高雄市政府,交通局,,1,86,300,高雄都會區大眾捷運系統各站旅運量統計表(10604),
497,高雄市公車業者資料,交通局,高雄市政府,交通局,,1,51,135,"ID,nameZh,type,BusInfo_Id,使用者藉由查詢業者資料(GetProvider)可以優先取得高雄市所有的客運業者，並且GetProvider提供的ID可以鏈結GetRoute的API辨識該路線中ProviderID所屬的客運業者，可辨別本路線是否為聯營路線。",
498,高雄市公車路線Route ID資料,交通局,高雄市政府,交通局,,1,115,271,"ID,ProviderId,nameZh,gxcode,ddesc,departureZh,destinationZh,BusInfo_Id,透過查詢GetRoute的ID可以用於查詢busdate API中車輛所在路線中的位置，並且可以此ID對應GetStop API中的RouteID，在GetStop API查詢該路線上所擁有的去回程站點資料做顯示，需使用GetRoute ID做連結查詢的API如(“GetEstimateTime”，” GetStop”)。",
499,高雄市公車預估到站時間資料,交通局,高雄市政府,交通局,,1,109,263,"name,CenterName,EssentialInfo_Id,API主要提供路線上各站的預估時間，透過GetRoute ID可查詢某一路線上的各站去回程班表時間以及預估到站時間，並可取得下一班到站的車號。Goback：1是去程、2是返程。輸入"" 	http://ibus.tbkc.gov.tw/xmlbus/GetEstimateTime.xml?routeIds=公車路線id""就可取得該公車路線各站班表與預估到站時間",
500,高雄市公車各路線去回程公車站點資料,交通局,高雄市政府,交通局,,1,121,255,"name,CenterName,EssentialInfo_Id,本API主要提供路線上各站點的基本資料，並且透過GetRoute ID可查詢某一路線上的各站點經緯度、站序、以及方向等路線基本資料。輸入""http://ibus.tbkc.gov.tw/xmlbus/StaticData/GetStop.xml?routeIds=公車路線id""就可取得該路線行經各站點資料",
501,車輛偵測器資料1.1版靜態資料,交通局,高雄市政府,交通局,,1,37,195,"vdid,routeid,roadsection,locationpath,startlocationpoint,endlocationpoint,roadway,vsrnum,vdtype,locationtype,px,py,資料格式為交通部即時交通資訊發布標準格式v1.1,",
502,高雄捷運(輕軌)費率及相關優惠,交通局,高雄市政府,交通局,,2,66,145,提供高雄捷運(輕軌)費率及相關優惠,
503,車輛偵測器資料1.1版5分鐘動態資料,交通局,高雄市政府,交通局,,1,28,122,"carid,volume,資料格式為交通部即時交通資訊發布標準格式v1.1,",
504,高雄捷運及輕軌運量統計,交通局,高雄市政府,交通局,,2,1417,2203,提供高雄捷運及輕軌運量統計,
505,高雄捷運財務統計,交通局,高雄市政府,交通局,,2,68,117,提供高雄捷運財務統計,
506,高雄市處理違反大眾捷運法第50條及50-1條事件概況表,交通局,高雄市政府,交通局,,2,14,40,提供高雄市處理違反大眾捷運法第50條及50-1條事件概況表,
507,愛河水域收費標準,交通局,高雄市政府,交通局,,2,11,41,提供愛河水域收費標準,
508,計程車費率比較表,交通局,高雄市政府,交通局,,2,267,236,紀錄計程車費率比較表,
509,計程車統計數量,交通局,高雄市政府,交通局,,2,56,134,提供計程車統計數量,
510,無障礙計程車營運情形,交通局,高雄市政府,交通局,,2,28,62,提供無障礙計程車營運情形,
511,計程車彈性運輸服務月運量統計,交通局,高雄市政府,交通局,,2,45,92,提供計程車彈性運輸服務月運量統計,
512,高雄捷運每日暨每月運量統計資料連結(高雄捷運公司官網),交通局,高雄市政府,交通局,,1,116,196,提供高雄捷運每日暨每月運量統計資料連結(高雄捷運公司官網),
513,捷運動態資料之站代號及站名稱對照表,交通局,高雄市政府,交通局,,1,47,191,"主鍵,英交名稱,代碼,中文名稱,英交名稱,ODMRT_MrtId,ODMRT_Name,ODMRT_Code,ODMRT_CName,ODMRT_Remark,",
