編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
274,桃園市病媒蚊密度調查結果,衛生局,桃園市政府,衛生局,,,126,,"編號,日期,地址,調查地區,分類,布氏級數",
275,桃園市各區公墓資訊,民政局,桃園市政府,民政局,,,203,,編號、設施區域、設施名稱、座落地號或地址、聯絡地址、電話,
276,桃園市施工管理,工務局,桃園市政府,工務局,,,130,,編號 鄉鎮市別 鄉道別 管理單位 管線單位 起 迄 工程名稱 工程地點 申請面積,
277,桃園市開放資料瀏覽與下載量統計表-國發會平台,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,741,,"序號,資料集名稱,上架狀態,服務分類,資料集提供機關,新增瀏覽量,新增下載量,開始日期,結束日期",
278,桃園市政府消防局防火宣導資訊,消防局,桃園市政府,消防局,,,50,,項目、採取措施,
279,105年桃園市政府所屬機關學校數,人事處,桃園市政府,人事處,,,0,,年底別、總計、行政機關、各級公立學校,
280,桃園市濫用消防救護車執行勤務收費統計,消防局,桃園市政府,消防局,,,38,,年度、救護出勤次數_次、累計開立救護收費告知單_張、累計開立救護收費繳款單_張、累計救護收費繳款單數_張,
281,桃園市102-104年民眾使用線上申辦件數統計表,地方稅務局,桃園市政府,地方稅務局,,,220,,申辦管道、線上102年、線上103年、線上104年,
282,桃園市立案老人福利機構一覽表,社會局,桃園市政府,社會局,,,177,,公私立屬性、機構名稱、負責人、地址、電話、收容對象、立案床數、收容人數,
283,104年桃園市交通事故資料表,警察局,桃園市政府,警察局,,,602,,年(年分)、月(月份)、日(日期)、時(小時)、分(分)、縣市(發生縣市)、區(發生區)、村里(發生村里)、鄰(發生鄰)、街道1(發生街道)、段1(發生段)、巷(發生巷)、弄(發生弄)、號(發生門牌號碼)、公尺處1(參照公尺)、街道2(發生街道)、段2(發生段)、側(發生側)、附近1(發生附近)、道路(發生道路)、公里1(發生公里)、公尺處2(發生公尺)、向（方向）、車道（車道）、平交道（平交道）、公里2（發生公里）、公尺處3（發生公尺）、附近2（發生附近）、死（死亡人數）、受傷（受傷人數）、延後死亡(延後2-30小時死亡人數)、天候(天候)、光線(光線)、道路類別(道路類別)、速限(速限)、道路型態(道路型態)、事故位置(事故位置)、路面鋪裝(路面鋪裝)、路面狀態(路面狀態)、路面缺陷(路面缺陷)、障礙物(障礙物)、視距(視距)、號誌種類(號誌種類)、號誌動作(號誌動作)、分向設施(分向設施)、快車道或一般車道間(快車道或一般車道間)、快慢車道間(快慢車道間)、路面邊線(路面邊線)、事故類型及型態(事故類型及型態)、主要肇因(主要肇因)、受傷程度(受傷程度)、主要傷處(主要傷處)、保護裝備(保護裝備)、行動電話(行動電話)、當事者區分_類別(當事者區分_類別)、車輛用途(車輛用途)、當事者行動狀態(當事者行動狀態)、駕駛資格情形(駕駛資格情形)、駕駛執照種類(駕駛執照種類)、飲酒情形(飲酒情形)、車輛撞擊部位最初(車輛撞擊部位最初)、車輛撞擊部位其他(車輛撞擊部位其他)、肇事因素個別(肇事因素個別)、肇事因素主要(肇事因素主要)、肇事逃逸(肇事逃逸)、職業(職業)、旅次目的(旅次目的)、國籍(國籍)、備註(備註)、車種(車種),
284,桃園市就業服務據點,勞動局,桃園市政府,勞動局,,,46,,台別、聯絡電話、傳真、地    址、服務轄區,
285,桃園市HPV合約醫療院所名單,衛生局,桃園市政府,衛生局,,,206,,鄉鎮市區機構類別合約醫療院所名稱十碼代碼公費疫苗自費疫苗接種時間負責人洽詢電話地址,
286,桃園市自來水承裝業業者名單,經濟發展局,桃園市政府,經濟發展局,,,134,,承裝商名稱CompanyName、營業地址Address、等級Level、許可證字號LicenceNumber,
287,桃園市水務局管轄滯洪設施統計資料,水務局,桃園市政府,水務局,,,320,,區別，經緯度座標(E)，經緯度座標(N)，面積,
288,桃園市政信箱案件資訊,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,1944,,CASEID(案件編號)、ACCEPT_DATE(受理日期)、ACCEPT_TIME(受理時間)、CATEGORY(案件類別)、TOWN(行政區)、ADDRESS(案件地址)、occurX_WGS84(地址X座標)、occurY_WGS84(地址Y座標)、STATUS(案件狀態)、CASE_STAGE_DEADLINE(應辦結日),
289,桃園市身心障礙者醫療輔具評估機構一覽表,衛生局,桃園市政府,衛生局,,,342,,評估項目、天成醫療社團法人天晟醫院、壢新醫院、衛生福利部桃園醫院、敏盛綜合醫院、沙爾德聖保祿修女會醫療財團法人聖保祿醫院、臺北榮民總醫院桃園分院、天成醫院、怡仁綜合醫院、龍潭敏盛醫院、國軍桃園總醫院附設民眾診療服務處、長庚醫療財團法人林口長庚紀念醫院、長庚醫療財團法人桃園長庚紀念醫院,
290,桃園市各區社區活動中心名冊-中壢區,社會局,桃園市政府,社會局,,,7,,社區活動中心名稱、地址、公所承辦單位、電話,
291,103年桃園市土地公告現值-觀音,地政局,桃園市政府,地政局,,,2,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
292,河川水質監測,環境保護局,桃園市政府,環境保護局,,,101,,河川名稱、監 測 站 名、監測站編號、氣溫℃、水 溫℃、pH值、溶氧量mg/L、硝酸鹽氮mg/L、亞硝酸鹽氮mg/L、總 磷mg/L、生化需氧量(5天20℃)mg/L、化學需氧量mg/L、懸浮固 體mg/L、鎘mg/L(統計至小數第四位)、鉛(統計至小數第四位)、總鉻(統計至小數第四位)、汞(統計至小數第四位)、水體分類等級、採樣日期、採樣時間、銅mg/L(統計至小數點第四位)、鋅mg/L(統計至小數點第四位)、導電度μmho/cm/25℃、大 腸桿菌群個/100mL、氨 氮mg/L、濁 度NTU、六 價 鉻mg/L（統計至小數第四位）、砷mg/L、硒mg/L、酚類mg/L、鎳mg/L、錳mg/L、銀mg/L、總氮mg/L,
293,桃園市福利補助申請資格資訊,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,399,,"pkid(項目代碼),name(政策名稱),welfareFregi(設籍時間),condition(身份別,身份次類別,年齡條件,問題別)",
294,桃園市政府消防局救災救護指揮中心受理其他來源統計,消防局,桃園市政府,消防局,,,23,,年度、總來話次數_次、總談話時間_時分秒,
295,106年失業者職訓開班一覽表,勞動局,桃園市政府,勞動局,,,82,,"月份,班次,訓練班別,訓練單位,報名電話,人數,時數,預定上課起迄日期,自行負擔費用,上課地點",
296,多功能藝文園區區段徵收開發案,地政局,桃園市政府,地政局,,,102,,"鄉鎮市區,段,地號",
297,稅務機關資訊位置表,地方稅務局,桃園市政府,地方稅務局,,,117,,項次、機關名稱、地址、電話,
298,桃園市政府川堂及府前廣場場地資訊,秘書處,桃園市政府,秘書處,,,218,,地點、面積、開放時間、開放借用對象、地址,
299,區公所回饋金相關計畫-海威、觀威風力發電,經濟發展局,桃園市政府,經濟發展局,,,4,,公司名稱、年度、經費來源、額度_元、分配單位、執行單位、用途、執行結果,
300,桃園市路燈,工務局,桃園市政府,工務局,,,1371,,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",
301,桃園市政府警察局101~105年交通謷察大隊預算表,警察局,桃園市政府,警察局,,,158,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
302,桃園市失業率按年齡別分-65歲以上,主計處,桃園市政府,主計處,,,8,,年別、男性、女性,
303,附屬單位預算作業基金收支餘絀綜計表(依基金別分列),主計處,桃園市政府,主計處,,,38,,科目1、科目2、科目3、合計_金額、合計_百分比、桃園市醫療作業基金_金額、桃園市醫療作業基金_百分比、桃園市土地重劃基金_金額、桃園市土地重劃基金_百分比、桃園市實施平均地權基金_金額、桃園市實施平均地權基金_百分比、桃園市都市更新基金_金額、桃園市都市更新基金_百分比、桃園市住宅基金_金額、桃園市住宅基金_百分比、桃園市公教人員住宅貸款及急難貸款基金_金額、桃園市公教人員住宅貸款及急難貸款基金_百分比、桃園市產業園區開發管理基金_金額、桃園市產業園區開發管理基金_百分比、桃園市停車場作業基金_金額、桃園市停車場作業基金_百分比、桃園市軌道建設發展基金_金額、桃園市軌道建設發展基金_百分比,
304,(桃園市)104年度盒餐業者專案稽查結果,衛生局,桃園市政府,衛生局,,,79,,"工廠名稱,工廠地址,稽查日期,稽查項目,稽查結果,複查日期,複查結果",
305,桃園捷運路線發車班距頻率資料,桃園捷運公司,桃園市政府,桃園捷運公司,,,236,,FrequencyList(捷運路線發車班距頻率資料)、UpdateTime(更新日期時間)、Frequencies(路線發車班距頻率資訊)、Frequency(路線發車班距頻率資料)、RouteID(營運路線代碼)、LineNo(營運路線所屬之路線編號)、LineID(營運路線所屬之路線代碼)、ServiceDays(服務日型態)、ServiceTag(營運日標籤)、Monday(星期一營運與否)、Tuesday(星期二營運與否)、Wednesday(星期三營運與否)、Thursday(星期四營運與否)、Friday(星期五營運與否)、Saturday(星期六營運與否)、Sunday(星期日營運與否)、NationalHolidays(國定假日營運與否)、OperationTime(營運時間資訊)、StartTime(營運開始時間)、EndTime(營運結束時間)、Headways(班距頻率資訊)、Headway(班距頻率資料)、PeakFlag(尖離峰狀態)、StartTime(開始時間)、EndTime(結束時間)、MinHeadwayMins(最小班距時間)、MaxHeadwayMins(最大班距時間),
306,桃園市資料開放平台瀏覽量,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,31,,日索引、瀏覽量,
307,桃園市最近5年地價稅稅源統計表,地方稅務局,桃園市政府,地方稅務局,,,93,,"項目,總計_戶數,總計_面積,總計_地價,總計_查定稅額,一般用地_戶數,一般用地_面積,一般用地_地價,一般用地_查定稅額,自用住宅用地_戶數,自用住宅用地_面積,自用住宅用地_地價,自用住宅用地_查定稅額,勞工宿舍用地_戶數,勞工宿舍用地_面積,勞工宿舍用地_地價,勞工宿舍用地_查定稅額,事業直接使用土地_戶數,事業直接使用土地_面積,事業直接使用土地_地價,事業直接使用土地_查定稅額,公共設施保留地_戶數,公共設施保留地_面積,公共設施保留地_地價,公共設施保留地_查定稅額,空地_戶數,空地_面積,空地_地價,空地_查定稅額",
308,桃園市各都市計畫-圖資重置辦理情形彙整表,都市發展局,桃園市政府,都市發展局,,,225,,編號、都市計畫名稱、計畫圖重製與數值化辦理情形已完成、計畫圖重製與數值化辦理情形重製辦理中、計畫圖重製與數值化辦理情形數值化辦理中/已完成、計畫圖重製與數值化辦理情形未辦理、比例尺、座標系統,
309,淹水潛勢圖,水務局,桃園市政府,水務局,,,1280,,雨量,
310,桃園市歷年家暴案量統計,社會局,桃園市政府,社會局,,,22,,性別統計或籍別統計、案件類型_婚姻/離婚/同居關係暴力、案件類型_兒少保護、案件類型_老人虐待、案件類型_其他、案件類型_合計、案件類型_百分比、被害人年齡_0~6歲未滿、被害人年齡_6~12歲未滿、被害人年齡_12~18歲未滿、被害人年齡_18~24歲未滿、被害人年齡_24~30歲未滿、被害人年齡_30~40歲未滿、被害人年齡_40~50歲未滿、被害人年齡_50~65歲未滿、被害人年齡_65歲以上、被害人年齡_不詳、被害人年齡_合計、被害人年齡_百分比,
311,104年度桃園市政府資訊中心歲入類平衡表,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,236,,"資產科目,資產科目編號,資產科目金額,負債科目,負債科目編號,負債科目金額",
312,桃園市列管攤販集中區,經濟發展局,桃園市政府,經濟發展局,,,122,,區、名稱、地址,
313,102年桃園市土地公告現值及公告地價-復興,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
314,桃園市政府警察局101~105年龍潭分局預算表,警察局,桃園市政府,警察局,,,157,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
315,桃園歷年重大災害一覽表,消防局,桃園市政府,消防局,,,43,,災害、發生時間,
316,桃園中壢區公所104年路燈維修資料,工務局,桃園市政府,工務局,,,226,,"流水號,流水號路燈,報修日期,民眾路燈編號,區域,里,損壞概況,報修地點,報修來源,廠商路燈編號,損壞地點,故障情形",
317,附屬單位決算營業基金盈虧撥補綜計表(依基金別分列),主計處,桃園市政府,主計處,,,31,,項目1、項目2、項目3、合計_金額、合計_百分比、桃園航空城股份有限公司_金額、桃園航空城股份有限公司_百分比、桃園大眾捷運股份有限公司_金額、桃園大眾捷運股份有限公司_百分比、桃園果菜市場股份有限公司_金額、桃園果菜市場股份有限公司_百分比,
318,桃園市政府有線廣播電視系統費率委員會設置要點,新聞處,桃園市政府,新聞處,,,90,,article:條文、content:法規內容,
319,桃園市105年A2道路交通事故-第一當事者飲酒情形,警察局,桃園市政府,警察局,,,95,,breau(分局轄區)、alcohol(酒精濃度)、year(年度)、	count(發生件數)、dead(死亡人數)、hurt(受傷人數),
320,桃園市各都市計畫-公共設施總面積比例分析表,都市發展局,桃園市政府,都市發展局,,,233,,編號、都市計畫名稱、公共設施面積公頃、公共設施占計畫區面積之比例、公設占都市發展用地面積比例,
321,桃園污水下水道系統-管線工程及用戶接管工程施工位置,水務局,桃園市政府,水務局,,,37,,提供桃園污水下水道系統目前相關工程施工位置,
322,桃園市災害應變中心開設情形,消防局,桃園市政府,消防局,,,30,,年度、開設工作、開設日期_起、開設日期_迄,
323,市集名攤資訊,經濟發展局,桃園市政府,經濟發展局,,,5,,年度、組別、獎項、攤名、區、市集名稱、市集地址/攤號,
324,桃園市景點資料(英),觀光旅遊局,桃園市政府,觀光旅遊局,,,269,,InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)、Ticketinfo(費用資訊)、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間),
325,105年桃園市政府所屬機關公務人員人數-按官等分,人事處,桃園市政府,人事處,,,0,,官等別、總計、民選首長、政務人員、簡薦委任(派)人員合計、簡任(派)、薦任(派)、委任(派)、雇員、警察人員合計、警監、警正、警佐、醫事人員合計、師(一)級、師(二)級、師(三)級、士(生)級,
326,102年桃園市土地公告現值及公告地價-新屋,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
327,104年度桃園市政府資訊中心預算資料,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,308,,1.104年歲入來源別預算表：款、款編號、款名稱、項、項編號、項名稱、目、目編號、目名稱、節、節編號、節名稱、本年度預算數、上年度預算數、前年度決算數、本年度與上年度比較、說明及法令依據2.104年歲出機關別預算表：款、款編號、款名稱、項、項編號、項名稱、目、目編號、目名稱、節、節編號、節名稱、本年度預算數、上年度預算數、前年度決算數、本年度與上年度比較、說明,
328,桃園市104-105學年度符合補助要件幼兒園清冊,教育局,桃園市政府,教育局,,,958,,桃園市104學年度符合補助要件幼兒園清冊(可查詢符合補助要件幼兒園名稱、電話及地址),
329,106年度桃園青年多元才藝跨域學習計畫,青年事務局,桃園市政府,青年事務局,,,41,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
330,桃園市績優社區發展協會名冊,社會局,桃園市政府,社會局,,,13,,組別、績優獎項別、績優社區名稱、獲獎內容,
331,106年桃園市交通事故資料表,警察局,桃園市政府,警察局,,,95,,年(年分)、月(月份)、日(日期)、時(小時)、分(分)、縣市(發生縣市)、區(發生區)、村里(發生村里)、鄰(發生鄰)、街道1(發生街道)、段1(發生段)、巷(發生巷)、弄(發生弄)、號(發生門牌號碼)、公尺處1(參照公尺)、街道2(發生街道)、段2(發生段)、側(發生側)、附近1(發生附近)、道路(發生道路)、公里1(發生公里)、公尺處2(發生公尺)、向（方向）、車道（車道）、平交道（平交道）、公里2（發生公里）、公尺處3（發生公尺）、附近2（發生附近）、死（死亡人數）、受傷（受傷人數）、延後死亡（延後2-30小時死亡人數）、天候（天候）、光線（光線）、道路類別（道路類別）、速限（速限）、道路型態（道路型態）、事故位置（事故位置）、路面鋪裝（路面鋪裝）、路面狀態（路面狀態）、路面缺陷（路面缺陷）、障礙物（障礙物）、視距（視距）、號誌種類（號誌種類）、號誌動作（號誌動作）、分向設施（分向設施）、快車道或一般車道間（快車道或一般車道間）、快慢車道間（快慢車道間）、路面邊線（路面邊線）、事故類型及型態（事故類型及型態）、主要肇因（主要肇因）、案件類別（案件類別）、事故類別（事故類別）、英文姓名（英文姓名）、屬性別（屬性別）、出生日期民國前/後（出生日期民國前/後）、受傷程度（受傷程度）、主要傷處（主要傷處）、保護裝備（保護裝備）、行動電話（行動電話）、當事者區分（當事者區分）、車輛用途（車輛用途）、當事者行動狀態（當事者行動狀態）、駕駛資格情形（駕駛資格情形）、駕駛執照種類（駕駛執照種類）、飲酒情形（飲酒情形）、車輛撞擊部位最初（車輛撞擊部位最初）、車輛撞擊部位其他（車輛撞擊部位其他）、肇事因素個別（肇事因素個別）、肇事因素主要（肇事因素主要）、肇事逃逸（肇事逃逸）、職業（職業）、旅次目的（旅次目的）、國籍（國籍）、車種（車種）,
332,桃園市身心障礙者庇護工場,勞動局,桃園市政府,勞動局,,,286,,庇護工場名稱.辦理單位.營業項目.聯絡方式,
333,桃園市震災災害出動救災裝備,消防局,桃園市政府,消防局,,,20,,區域、出動救災裝備_車輛、出動救災裝備_船艇、出動救災裝備_直升機、出動救災裝備_其他,
334,桃園市菸酒進口業者資料一覽表,財政局,桃園市政府,財政局,,,114,,進口業者名稱、統一編號、負責人、總機構所在地、進口執照號碼,
335,桃園市政府消防局消防車輛數,消防局,桃園市政府,消防局,,,24,,年度、消防車輛數,
336,桃園市火災出動人員統計,消防局,桃園市政府,消防局,,,133,,大隊分隊、受理火災件數、消防人員出動人次、義消人員出動人次、其他出動人次、救出人數,
337,桃園市托育人員專業訓練課程表及開辦單位資訊(勞動部補助班),社會局,桃園市政府,社會局,,,6,,委辦單位、報名期間、辦理期間、上課班別、招生人數、連絡電話、上課地點,
338,桃園捷運路網資料,桃園捷運公司,桃園市政府,桃園捷運公司,,,323,,NetworkList(捷運路網資料)、UpdateTime(更新日期時間)、Network(捷運路網)、NetworkID(捷運路網代碼)、NetworkName(捷運路網名稱)、Zh_tw(捷運路網中文名稱)、En(捷運路網英文名稱)、OperatorCode(營運業者代碼)、Zh_tw(營運業者中文名稱)、En(營運業者英文名稱)、NetworkMapURL(捷運路網圖網址)、Lines(捷運路線資訊)、Line(路線)、LineNo(路線編號)、LineID(路線代碼),
339,桃園市各區社區活動中心名冊-觀音區,社會局,桃園市政府,社會局,,,5,,社區活動中心名稱、地址、公所承辦單位、電話,
340,101年度桃園市各行政區建物買賣移轉棟數統計,地政局,桃園市政府,地政局,,,126,,"年度,月份,行政區代碼,地段代碼,棟數",
341,桃園市青年創業貸款利息補貼計畫,青年事務局,桃園市政府,青年事務局,,,112,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
342,桃園市政府警察局公務人員－按學歷別,警察局,桃園市政府,警察局,,,139,,year(年度)、education(學歷)、count(人數),
343,105年度1月~5月桃園市各行政區土地買賣移轉筆數統計,地政局,桃園市政府,地政局,,,216,,"年度,月份,行政區代碼,地段代碼,筆數",
344,桃園市政府住宅發展處職員異動資料統計報表,都市發展局,桃園市政府,都市發展局,,,166,,"""合計""	""小計""	""辭職""	""免徹職""	""解僱""	""退休(職)""	""資遣""	""死亡""	""其他""	""小計""	""本調機關動""	""調進""	""調出""	""小計""	""考分試發""	""其因他進原用""	""小計""	""出進國修""	""因停案職""	""留停職薪""	""應入征伍""	""復職""	""待命""	""其他""	""備註""",
345,桃園市各區社區活動中心名冊-新屋區,社會局,桃園市政府,社會局,,,6,,社區活動中心名稱、地址、公所承辦單位、電話,
346,106年夏日學堂特色課程,青年事務局,桃園市政府,青年事務局,,,0,,為活化青年創意及活力，以實地踏查與在地參與之精神，讓桃園青年認識地方文化、產業發展及環境，加深青年族群對桃園市的認識與認同，除增進青年福祉外，竭力為青年朋友們提供夏日全人學習課程，以提升參與公共事務之視野。隨著性別平權推廣，以及女性受教育人數與程度逐年攀升，女性在各行各業都逐漸發揮了影響力，本市為鼓勵女性青年參與社會，不斷提供女性青年自我發展之機會，期提高社會能見度，並能各自於社會位置上，共同面對及改善多元文化產生的問題與不公平的處境，積極培育與儲備女性青年領導人才，創造參與公共事務平台，讓女性青年分享能力與社會地位，具有改變社區、社會、國家的力量。 同時為倡議本市原住民青年，瞭解公共事務內涵，及提升原住民青年公共參與之能力，並培力優秀原住民青年，透過各項公共參與之活動，加深原住民青年對文化之肯認，使原住民青年能將所學結合資源，並藉由傾聽清楚知道原住民青年朋友具體需求，盼凝聚原住民族社會各界自治共識，強化原住民青年對於民族公共議題之參與度。 ,
347,桃園市婦幼館,社會局,桃園市政府,社會局,,,258,,名稱、地址、借館聯絡人、社會課電話、館舍電話、傳真、館舍運用情形,
348,105年桃園市政府所屬機關公務人員人數-按年齡分,人事處,桃園市政府,人事處,,,0,,"年齡別、總計、平均年齡、年齡24歲以下、年齡25至29歲、年齡30至34歲、年齡35至39歲、年齡40至44歲、年齡45至49歲、年齡50至54歲、年齡55至59歲、年齡60至64歲,年齡65歲以上",
349,桃園市全市各區清潔隊一覽表,環境保護局,桃園市政府,環境保護局,,,74,,機關名稱、地址、電話,
350,桃園市105年A1道路交通事故-第一當事者使用行動電話分析統計,警察局,桃園市政府,警察局,,,174,,breau(分局轄區)、statu_class(使用手機狀態)、year(年度)、count(發生件數)、dead(死亡人數)、hurt(受傷人數),
351,105年度新屋區新舊地號對照資料,地政局,桃園市政府,地政局,,,238,,"舊地號行政區,新地號行政區,舊地段名稱,新地段名稱,舊地號,新地號",
352,桃園市風災災害出動救災裝備,消防局,桃園市政府,消防局,,,29,,區域、出動救災裝備_車輛、出動救災裝備_船艇、出動救災裝備_直升機、出動救災裝備_其他,
353,桃園市政府衛生局105年抽驗食品合格名單,衛生局,桃園市政府,衛生局,,,87,,抽驗日期、檢體名稱、檢驗項目、抽驗廠商名稱、抽驗廠商地址、檢驗結果,
354,桃園市政府警察局轄區現住人口年齡分配,警察局,桃園市政府,警察局,,,146,,year(統計年度)、breau(轄區)、age(年齡)、sex(性別)、count(人數),
355,104年度桃園市早餐業餐飲衛生分級評核名單,衛生局,桃園市政府,衛生局,,,261,,編號，早餐輔導業者，地址，查核結果,
356,100年桃園市土地公告現值-平鎮,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
357,桃園市消防栓,工務局,桃園市政府,工務局,,,1026,,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",
358,桃園市各區社區活動中心名冊-八德區,社會局,桃園市政府,社會局,,,5,,社區活動中心名稱、地址、公所承辦單位、電話,
359,桃園市違反兒童及少年福利與權益保障法執行概況,社會局,桃園市政府,社會局,,,13,,案件來源、數值,
360,桃園市政府藝文設施管理中心所屬場地使用管理要點,文化局,桃園市政府,文化局,,,222,,"條款(編號),內容(條文)",
361,桃園市田徑場及體育館收費標準表,體育局,桃園市政府,體育局,,,240,,收費項目，收費內容,
362,桃園市有線廣播電視系統經營者,新聞處,桃園市政府,新聞處,,,302,,業者名稱、營業範圍、營業住址、電話、傳真,
363,桃園市消防水源統計,消防局,桃園市政府,消防局,,,292,,區域別、地上式消防栓數、地下式消防栓數,
364,補助私有古蹟、歷史建築及紀念建築日常管理維護計畫經費核定一覽表,文化局,桃園市政府,文化局,,,89,,"補助年份, 計畫名稱, 核定補助經費(新台幣)",
365,淹水潛勢圖(R200),水務局,桃園市政府,水務局,,,20,,雨量,
366,桃園市政府警察局101~105年局本部預算表,警察局,桃園市政府,警察局,,,157,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
367,桃園市產後護理之家,衛生局,桃園市政府,衛生局,,,1308,,區域、機構名稱、地址、負責人、連絡電話、產後護理床數、嬰兒床數、一O五年評鑑督考,
368,桃園市政府青年國際志工服務補助作業要點,青年事務局,桃園市政府,青年事務局,,,195,,一、申辦年齡限制：18歲~35歲二、設籍本市時間限制：無限制三、身心障礙者：否四、個人身份：無限制五、開放申請期間：每年本府公告之申請日期六、其他限制：未申請本府其他專案經費補助七、完整說明內容：      (一)依法立案之本市各級人民團體及財團法人、本市各高中職及大專院校為申請單位。      (二)團隊成員需6人以上，且成員的三分之一以上領有志願服務紀錄冊。       (三)應於本府公告之申請日期內申請。       (四)申請補助金額不得超過總金額之百分之八十，自籌金額應占總金額之百分之二十。,
369,桃園觀新藻礁生態系野生動物保護區,農業局,桃園市政府,農業局,,,155,,面積、核心區、緩衝區、永續利用區,
370,航空城都市計畫-附近地區第一期發展區區段徵收面積表,都市發展局,桃園市政府,都市發展局,,,224,,項目	第二種住宅區	第三種住宅區	第四種住宅區	第五種住宅區	第五種住宅區_合宜住宅使用	第一種商業區	第二種商業區	第三種商業區	第四種商業區	第三種產業專用區	第四種產業專用區 	車站專用區	宗教專用區	電信專用區	加油站專用區	灌溉設施專用區	農業專用區	河川區	公園用地	綠地用地	廣場用地	停車場用地	文中小用地	文高用地	機關用地	污水處理廠用地	變電所用地	電路鐵塔用地	捷運系統用地	高速公路用地	道路用地,
371,附屬單位決算作業基金現金流量綜計表(依現金流量項目分列),主計處,桃園市政府,主計處,,,26,,項目1、項目2、項目3、預算數、決算數、比較增減_金額、比較增減_百分比,
372,桃園市各都市計畫人口發展概況表,都市發展局,桃園市政府,都市發展局,,,356,,編號、都市計畫名稱、計畫人口(人)、現況人口(人)、現況占計畫人口比例(%),
373,桃園市機動車輛分類統計,警察局,桃園市政府,警察局,,,200,,year(年度，統計機動車輛之年度)、c_type(車種，登記之機動車輛種類)、c_count(輛數，機動車輛統計數量),
374,桃園市公營住宅基地地號及面積表,都市發展局,桃園市政府,都市發展局,,,218,,"社會住宅,行政區,基地地號,基地面積_m2",
375,桃園市橋梁資訊,工務局,桃園市政府,工務局,,,394,,橋梁名稱、橋梁位置、行政區,
376,106年桃園市土地公告現值及公告地價-楊梅,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
377,楊梅區基地坐落地上建物對照資料,地政局,桃園市政府,地政局,,,123,,"建物地段,建號,基地地段,地號",
378,桃園市政府住宅發展處職員年資統計報表,都市發展局,桃園市政府,都市發展局,,,169,,合計	五年以下	六至九年	十至十四年	十五至十九年	二十至二十四年	二十五至二十九年	三十年以上	備註,
379,青年安薪讚 就業大滿貫-桃園青年技術士證照獎勵方案,勞動局,桃園市政府,勞動局,,,204,,項目、主辦單位、類別,
380,桃園市政府都市發展局職員年資統計報表,都市發展局,桃園市政府,都市發展局,,,178,,合計	五年以下	六至九年	十至十四年	十五至十九年	二十至二十四年	二十五至二十九年	三十年以上	備註,
381,視覺藝術活動補助要點,文化局,桃園市政府,文化局,,,243,,視覺藝術活動補助之條文,
382,財團法人教育基金會清冊,教育局,桃園市政府,教育局,,,283,,基金會為桃園市財團法人教育是務基金會類似屬公共資訊及公益性質。,
383,桃園市市容查報案件資訊,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,252,,"RE_NO(查報案號),RE_DATE(查報日期),RE_TIME(查報時間),SUBJECT(查報主題),VILLAGE(查報地區),POSITION(查報地點),STATUS(案件狀態),ENDDATE(應辦結日)",
